Date,Close,Next Day Close,Rendement
2020-03-23,29.623451232910156,33.04813766479492,0.11560727360761099
2020-03-24,33.04813766479492,32.25189208984375,-0.024093508173665887
2020-03-25,32.25189208984375,34.743350982666016,0.07725000709669483
2020-03-26,34.743350982666016,33.23648452758789,-0.043371362072412746
2020-03-27,33.23648452758789,34.5207405090332,0.03863994642331435
2020-03-30,34.5207405090332,33.656005859375,-0.025049713213189155
2020-03-31,33.656005859375,32.816959381103516,-0.024930066918138625
2020-04-01,32.816959381103516,34.39860153198242,0.048195877397149686
2020-04-02,34.39860153198242,33.75904083251953,-0.01859263664740129
2020-04-03,33.75904083251953,35.80739212036133,0.060675636431845946
2020-04-06,35.80739212036133,35.12459945678711,-0.019068483437138083
2020-04-07,35.12459945678711,36.07532501220703,0.027067228384755677
2020-04-08,36.07532501220703,35.608604431152344,-0.012937390886894584
2020-04-09,35.608604431152344,35.62590026855469,0.0004857207317906683
2020-04-13,35.62590026855469,36.97417068481445,0.03784523074774957
2020-04-14,36.97417068481445,35.88518142700195,-0.02945270272849569
2020-04-15,35.88518142700195,35.867889404296875,-0.0004818708452193214
2020-04-16,35.867889404296875,36.71489334106445,0.023614546348693418
2020-04-17,36.71489334106445,36.766754150390625,0.0014125278492411468
2020-04-20,36.766754150390625,35.04682159423828,-0.04677955930287282
2020-04-21,35.04682159423828,36.09260559082031,0.029839624508316575
2020-04-22,36.09260559082031,35.97160720825195,-0.0033524424348884843
2020-04-23,35.97160720825195,36.74946975708008,0.02162434790096568
2020-04-24,36.74946975708008,37.216182708740234,0.012699855392341825
2020-04-27,37.216182708740234,36.72352981567383,-0.013237598732841199
2020-04-28,36.72352981567383,37.45817947387695,0.0200048759444026
2020-04-29,37.45817947387695,36.62846755981445,-0.02215035342657629
2020-04-30,36.62846755981445,35.366607666015625,-0.034450250798459016
2020-05-01,35.366607666015625,35.73824691772461,0.010508196183771927
2020-05-04,35.73824691772461,35.833316802978516,0.0026601720412524135
2020-05-05,35.833316802978516,35.56539535522461,-0.007476881060913576
2020-05-06,35.56539535522461,35.75553512573242,0.005346201514385265
2020-05-07,35.75553512573242,37.15568161010742,0.03915887370868482
2020-05-08,37.15568161010742,37.44089126586914,0.007676071152578007
2020-05-11,37.44089126586914,37.354461669921875,-0.002308427845200743
2020-05-12,37.354461669921875,36.25682067871094,-0.02938446820382817
2020-05-13,36.25682067871094,37.898956298828125,0.04529177102065672
2020-05-14,37.898956298828125,38.261966705322266,0.009578374761348383
2020-05-15,38.261966705322266,38.944759368896484,0.01784520562763549
2020-05-18,38.944759368896484,38.55582046508789,-0.009986938168610758
2020-05-19,38.55582046508789,39.27318572998047,0.018605887677637385
2020-05-20,39.27318572998047,38.58175277709961,-0.017605726146963204
2020-05-21,38.58175277709961,38.80647277832031,0.005824515089270045
2020-05-22,38.80647277832031,38.754608154296875,-0.0013364941544600332
2020-05-26,38.754608154296875,39.72260284423828,0.024977537795955778
2020-05-27,39.72260284423828,39.41146469116211,-0.00783277355454823
2020-05-28,39.41146469116211,41.330177307128906,0.04868412354126645
2020-05-29,41.330177307128906,40.01646041870117,-0.03178590013455219
2020-06-01,40.01646041870117,40.526397705078125,0.01274318820408815
2020-06-02,40.526397705078125,40.56960678100586,0.0010661958223422384
2020-06-03,40.56960678100586,40.500457763671875,-0.0017044537233808982
2020-06-04,40.500457763671875,41.338829040527344,0.020700291383063615
2020-06-05,41.338829040527344,41.598114013671875,0.006272189589364906
2020-06-08,41.598114013671875,41.528961181640625,-0.0016624030601128175
2020-06-09,41.528961181640625,40.984466552734375,-0.013111202722474154
2020-06-10,40.984466552734375,37.74338912963867,-0.07908062970455979
2020-06-11,37.74338912963867,38.953392028808594,0.03205867112287872
2020-06-12,38.953392028808594,39.195396423339844,0.006212665493990147
2020-06-15,39.195396423339844,40.172035217285156,0.024917181175995184
2020-06-16,40.172035217285156,39.90410232543945,-0.006669636984944626
2020-06-17,39.90410232543945,39.610260009765625,-0.007363711963180771
2020-06-18,39.610260009765625,39.16946792602539,-0.01112822999979198
2020-06-19,39.16946792602539,39.03118133544922,-0.0035304689570289016
2020-06-22,39.03118133544922,39.29910659790039,0.006864390297298908
2020-06-23,39.29910659790039,38.67681884765625,-0.01583465386659419
2020-06-24,38.67681884765625,39.08303451538086,0.010502820030898828
2020-06-25,39.08303451538086,40.02511215209961,0.024104516151323967
2020-06-26,40.02511215209961,39.88682174682617,-0.003455091012560302
2020-06-29,39.88682174682617,40.31032180786133,0.010617543401257697
2020-06-30,40.31032180786133,39.80904006958008,-0.012435567760302274
2020-07-01,39.80904006958008,39.74806213378906,-0.0015317610192166296
2020-07-02,39.74806213378906,40.436222076416016,0.017313043848795878
2020-07-06,40.436222076416016,39.74806213378906,-0.01701840348305721
2020-07-07,39.74806213378906,39.90485382080078,0.003944637262666276
2020-07-08,39.90485382080078,40.68014144897461,0.019428404164951535
2020-07-09,40.68014144897461,40.645286560058594,-0.0008568035329900305
2020-07-10,40.645286560058594,40.00939178466797,-0.015644981969828393
2020-07-13,40.00939178466797,40.29685974121094,0.007185011911456489
2020-07-14,40.29685974121094,40.41880798339844,0.0030262467837608082
2020-07-15,40.41880798339844,39.87872314453125,-0.013362215904264696
2020-07-16,39.87872314453125,40.72368621826172,0.02118831815823427
2020-07-17,40.72368621826172,40.91533279418945,0.004706022310961485
2020-07-20,40.91533279418945,40.95888137817383,0.0010643585426380671
2020-07-21,40.95888137817383,40.85435104370117,-0.002552079816524442
2020-07-22,40.85435104370117,41.298614501953125,0.010874324200541881
2020-07-23,41.298614501953125,40.41880798339844,-0.02130353594581433
2020-07-24,40.41880798339844,41.10696029663086,0.017025546956136672
2020-07-27,41.10696029663086,40.314273834228516,-0.0192835095731297
2020-07-28,40.314273834228516,40.688838958740234,0.009291129143288628
2020-07-29,40.688838958740234,40.453651428222656,-0.005780148476491691
2020-07-30,40.453651428222656,41.02857208251953,0.01421183586645974
2020-07-31,41.02857208251953,41.080841064453125,0.001273965416794587
2020-08-03,41.080841064453125,41.52509689331055,0.01081418533180501
2020-08-04,41.52509689331055,41.22892379760742,-0.0071323878295594485
2020-08-05,41.22892379760742,41.612205505371094,0.009296427664355244
2020-08-06,41.612205505371094,41.31603240966797,-0.007117457296631309
